Time;Hip_x;Hip_vel;Omega;GP_AO;GP_Model;target_cos;target_sin;target_omega
17:20:53.912009;-0.012715291;0.019492616;0.213096288;0.008349368;0.064258158;1;0;0
17:20:53.922870;-0.012715291;0.015594093;0.214522402;0.012119128;0.066883489;1;0;0
17:20:53.933562;-0.012715291;0.012475274;0.215954844;0.015876125;0.063548259;1;0;0
17:20:53.943769;-0.012715291;0.009980219;0.217372472;0.01956877;0.056289177;1;0;0
17:20:53.953947;-0.012715291;0.007984176;0.218754098;0.023146077;0.047222;1;0;0
17:20:53.964729;-0.012715291;0.00638734;0.220206434;0.026886074;0.037331302;1;0;0
17:20:53.976755;-0.013713996;-0.014582811;0.221758613;0.03067965;0.026580367;1;0;0
17:20:53.985636;-0.013713996;-0.011666249;0.223425185;0.034754971;0.021493027;1;0;0
17:20:54.003013;-0.012699333;0.002219004;0.22595457;0.041231361;0.016794469;1;0;0
17:20:54.013246;-0.013697485;-0.017957768;0.227557079;0.045127857;0.014126729;1;0;0
17:20:54.024087;-0.013697485;-0.014366214;0.229290122;0.049344541;0.011171046;1;0;0
17:20:54.035527;-0.013697485;-0.011492971;0.230974526;0.053444921;0.007709367;1;0;0
17:20:54.044069;-0.013697485;-0.009194377;0.23260666;0.057419366;0.005244942;1;0;0
17:20:54.055513;-0.014712148;-0.025120871;0.234598735;0.062079868;0.003651546;1;0;0
17:20:54.066615;-0.014712148;-0.020096696;0.236403799;0.066321106;0.002224443;1;0;0
17:20:54.076718;-0.014712148;-0.016077357;0.238176009;0.070500037;0.001551489;1;0;0
17:20:54.087436;-0.015727043;-0.031709139;0.240188263;0.075088216;0.000892366;1;0;0
17:20:54.097564;-0.015727043;-0.025367311;0.242170817;0.079638093;-0.001143821;1;0;0
17:20:54.108175;-0.015727043;-0.020293849;0.244042358;0.083957367;-0.002128138;1;0;0
17:20:54.117730;-0.01672464;-0.036039269;0.246029757;0.088413418;-0.001999631;1;0;0
17:20:54.128151;-0.01672464;-0.028831415;0.24801101;0.092888686;-0.004275884;1;0;0
17:20:54.138722;-0.01672464;-0.023065132;0.249988138;0.097384679;-0.003754052;1;0;0
17:20:54.149504;-0.018018865;-0.040584121;0.25244086;0.102775505;-0.004372409;1;0;0
17:20:54.160236;-0.019016823;-0.052200625;0.254660606;0.107559795;-0.006966161;1;0;0
17:20:54.170704;-0.019016823;-0.0417605;0.256949748;0.112546682;-0.011460492;1;0;0
17:20:54.181515;-0.019016823;-0.0334084;0.259278287;0.117670788;-0.013855699;1;0;0
17:20:54.191376;-0.019016823;-0.02672672;0.261432116;0.122453125;-0.013045941;1;0;0
17:20:54.202319;-0.019016823;-0.021381376;0.263611029;0.127329605;-0.009530608;1;0;0
17:20:54.211495;-0.019016823;-0.017105101;0.265761794;0.132177914;-0.005969342;1;0;0
17:20:54.222782;-0.019016823;-0.013684081;0.267971705;0.137192449;2.54E-05;1;0;0
17:20:54.232101;-0.019016823;-0.010947265;0.270084324;0.142014585;0.009241747;1;0;0
17:20:54.243137;-0.019016823;-0.008757812;0.272371817;0.147264149;0.016391059;1;0;0
17:20:54.254654;-0.019016823;-0.007006249;0.274620441;0.1524503;0.025149083;1;0;0
17:20:54.265306;-0.021029576;-0.042523504;0.277154886;0.157992981;0.025229186;1;0;0
17:20:54.276332;-0.021029576;-0.034018803;0.279614916;0.163423866;0.020898929;1;0;0
17:20:54.285930;-0.021029576;-0.027215042;0.281960697;0.168645646;0.016616642;1;0;0
17:20:54.295916;-0.021029576;-0.021772034;0.284255901;0.173792333;0.01591769;1;0;0
17:20:54.306527;-0.020014221;0.002682128;0.286432372;0.178851679;0.017316205;1;0;0
17:20:54.317335;-0.020014221;0.002145702;0.288606371;0.183921652;0.019616414;1;0;0
17:20:54.327293;-0.020014221;0.001716562;0.29089756;0.189280774;0.027632669;1;0;0
17:20:54.337308;-0.020014221;0.001373249;0.293255951;0.194812223;0.034815438;1;0;0
17:20:54.348938;-0.020014221;0.0010986;0.295784895;0.200758787;0.042203709;1;0;0
17:20:54.359691;-0.020014221;0.00087888;0.297990645;0.205956695;0.046719175;1;0;0
17:20:54.370387;-0.018999094;0.019617934;0.300227094;0.211403654;0.052250903;1;0;0
